Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
MNI.img	PTR_L	9786	254.0000	445.0000	372.3068	20.6631	
MNI.img	PTR_R	6353	275.0000	465.0000	401.1428	23.1914	
MNI.img	SS_L	3710	234.0000	424.0000	362.5199	25.3638	
MNI.img	SS_R	4783	254.0000	476.0000	398.0015	26.8723	
MNI.img	SFO_L	441	305.0000	443.0000	387.8594	29.7085	
MNI.img	SFO_R	254	284.0000	443.0000	369.0039	33.2339	
MNI.img	SLF_L	8715	288.0000	414.0000	364.1380	14.0514	
MNI.img	SLF_R	9812	317.0000	448.0000	385.0764	14.3786	
MNI.img	Cl_L	401	162.0000	324.0000	234.9651	29.6822	
MNI.img	Cl_R	580	135.0000	339.0000	240.8379	34.0689	
MNI.img	BasalForebrain_L	868	59.0000	411.0000	260.7661	56.9383	
MNI.img	BasalForebrain_R	801	63.0000	421.0000	277.7728	71.1415	
MNI.img	BasalForebrain_L	207	189.0000	439.0000	320.4106	60.4467	
MNI.img	BasalForebrain_R	199	176.0000	419.0000	300.1206	57.0087	
MNI.img	BasalForebrain_L	831	277.0000	422.0000	359.1588	23.5117	
MNI.img	BasalForebrain_R	633	286.0000	423.0000	353.5577	22.5085	
MNI.img	BasalForebrain_L	70	241.0000	361.0000	300.0000	27.0560	
MNI.img	BasalForebrain_R	75	248.0000	351.0000	290.1333	21.5965	
MNI.img	Mammillary_R	127	105.0000	344.0000	249.7795	45.7031	
MNI.img	Mammillary_L	161	111.0000	392.0000	271.2733	48.3123	
MNI.img	LV_Frontal_L	6657	14.0000	361.0000	104.1024	65.8263	
MNI.img	LV_body_L	2744	16.0000	296.0000	95.5977	57.5185	
MNI.img	LV_atrium_L	1994	15.0000	333.0000	88.7367	64.1699	
MNI.img	LV_Occipital_L	228	34.0000	338.0000	179.6316	72.4766	
MNI.img	LV_Inferior_L	1622	27.0000	341.0000	154.7010	55.5406	
MNI.img	LV_Frontal_R	7381	14.0000	419.0000	93.7842	73.6501	
MNI.img	LV_body_R	3388	10.0000	309.0000	81.7612	54.3827	
MNI.img	LV_atrium_R	2457	15.0000	315.0000	85.5088	62.4007	
MNI.img	LV_Occipital_R	271	58.0000	398.0000	249.2768	69.0283	
MNI.img	LV_Inferior_R	1546	37.0000	382.0000	162.3448	64.6108	
MNI.img	III_and_IV_ventricle	7018	17.0000	368.0000	129.0663	70.8504	
MNI.img	PVWa_L	1276	128.0000	430.0000	313.3315	52.3498	
MNI.img	PVWa_R	1122	114.0000	438.0000	301.4349	67.2052	
MNI.img	PVWp_L	630	128.0000	409.0000	270.1000	52.1427	
MNI.img	PVWp_R	770	123.0000	426.0000	269.9481	56.4043	
MNI.img	SFWM_L	7817	210.0000	402.0000	339.4710	29.1892	
MNI.img	SFWM_R	7821	205.0000	411.0000	343.5639	29.1894	
MNI.img	SFWM_PFC_L	6917	234.0000	405.0000	332.3890	26.0673	
MNI.img	SFWM_PFC_R	10476	206.0000	415.0000	339.2779	28.7108	
MNI.img	SFWM_pole_L	292	236.0000	356.0000	301.9075	21.4687	
MNI.img	SFWM_pole_R	824	204.0000	375.0000	308.8556	30.3990	
MNI.img	MFWM_L	7768	190.0000	391.0000	327.5030	30.9600	
MNI.img	MFWM_R	7007	207.0000	407.0000	339.7474	33.6906	
MNI.img	MFWM_DPFC_L	3331	240.0000	406.0000	328.0979	28.2100	
MNI.img	MFWM_DPFC_R	4420	206.0000	419.0000	335.1020	30.2327	
MNI.img	IFWM_opercularis_L	2525	191.0000	402.0000	336.4796	33.8125	
MNI.img	IFWM_opercularis_R	2904	258.0000	417.0000	354.9807	28.9689	
MNI.img	IFWM_orbitalis_L	2679	254.0000	411.0000	344.7439	25.8745	
MNI.img	IFWM_orbitalis_R	2411	255.0000	433.0000	346.4355	29.4354	
MNI.img	IFWM_triangularis_L	3601	235.0000	407.0000	341.9936	29.0318	
MNI.img	IFWM_triangularis_R	2621	235.0000	409.0000	347.6898	27.8891	
MNI.img	LFOWM_L	1661	240.0000	418.0000	339.6225	29.6541	
MNI.img	LFOWM_R	1583	208.0000	439.0000	329.5174	33.2965	
MNI.img	MFOWM_L	1698	226.0000	427.0000	349.8257	31.3179	
MNI.img	MFOWM_R	1527	197.0000	411.0000	327.9044	38.6727	
MNI.img	RGWM_L	1685	209.0000	415.0000	342.0599	34.5278	
MNI.img	RGWM_R	2333	194.0000	414.0000	333.8671	38.2933	
MNI.img	PoCWM_L	9546	197.0000	419.0000	327.2952	29.9553	
MNI.img	PoCWM_R	9143	211.0000	436.0000	339.3146	31.5069	
MNI.img	PrCWM_L	12928	196.0000	406.0000	330.9689	30.5859	
MNI.img	PrCWM_R	14332	177.0000	423.0000	344.4902	29.1100	
MNI.img	SPWM_L	8541	202.0000	407.0000	343.0557	24.8297	
MNI.img	SPWM_R	7424	249.0000	428.0000	361.7932	23.2619	
MNI.img	SMWM_L	4341	204.0000	401.0000	322.8106	31.4344	
MNI.img	SMWM_R	3982	226.0000	432.0000	350.5068	33.8123	
MNI.img	AGWM_L	4226	202.0000	379.0000	318.2728	30.1397	
MNI.img	AGWM_R	5139	220.0000	414.0000	341.3524	29.9084	
MNI.img	PrCuWM_L	2916	195.0000	403.0000	323.6327	39.1939	
MNI.img	PrCuWM_R	3126	213.0000	424.0000	330.0489	36.9491	
MNI.img	STWM_L	8688	203.0000	411.0000	334.4598	33.4715	
MNI.img	STWM_R	9706	201.0000	434.0000	354.5020	40.2499	
MNI.img	STWM_L_pole	1060	168.0000	342.0000	270.3123	30.1157	
MNI.img	STWM_R_pole	998	199.0000	359.0000	282.1152	26.5459	
MNI.img	MTWM_L	9423	189.0000	409.0000	336.0807	31.3675	
MNI.img	MTWM_R	10914	197.0000	430.0000	355.6679	36.3481	
MNI.img	MTWM_L_pole	851	175.0000	379.0000	299.4136	37.3950	
MNI.img	MTWM_R_pole	738	204.0000	373.0000	308.9878	34.1015	
MNI.img	ITWM_L	4857	166.0000	386.0000	310.4915	31.7637	
MNI.img	ITWM_R	4749	192.0000	444.0000	336.3721	35.2661	
MNI.img	FuWM_L	4890	149.0000	406.0000	313.0325	37.6389	
MNI.img	FuWM_R	5183	178.0000	444.0000	334.0365	41.9244	
MNI.img	SOWM_L	4247	204.0000	402.0000	337.0984	30.2759	
MNI.img	SOWM_R	4890	229.0000	421.0000	349.9620	32.6718	
MNI.img	MOWM_L	11745	180.0000	390.0000	323.4224	34.7032	
MNI.img	MOWM_R	11280	202.0000	422.0000	350.7127	35.1662	
MNI.img	IOWM_L	2395	184.0000	372.0000	308.0827	32.8805	
MNI.img	IOWM_R	2812	241.0000	425.0000	353.1643	30.7375	
MNI.img	CuWM_L	3805	186.0000	393.0000	316.0118	37.8016	
MNI.img	CuWM_R	3287	192.0000	428.0000	326.4801	41.8998	
MNI.img	LWM_L	5027	202.0000	412.0000	329.5258	40.0112	
MNI.img	LWM_R	4482	214.0000	454.0000	348.3137	43.8406	
MNI.img	rostralWM_ACC_L	47	232.0000	348.0000	284.8085	31.6508	
MNI.img	rostralWM_ACC_R	5	255.0000	303.0000	277.2000	17.3482	
MNI.img	subcallosalWM_ACC_L	69	307.0000	394.0000	358.7826	21.3663	
MNI.img	subcallosalWM_ACC_R	122	252.0000	388.0000	327.3443	30.8688	
MNI.img	subgenualWM_ACC_L	192	260.0000	399.0000	339.3073	30.7369	
MNI.img	subgenualWM_ACC_R	82	258.0000	406.0000	328.6220	35.8454	
MNI.img	dorsalWM_ACC_L	2243	204.0000	413.0000	321.6059	40.2246	
MNI.img	dorsalWM_ACC_R	1574	195.0000	406.0000	305.6264	36.1925	
MNI.img	PCCWM_L	3271	195.0000	425.0000	350.4974	36.2313	
MNI.img	PCCWM_R	3413	208.0000	431.0000	359.7937	36.1490	
MNI.img	CerebellumWM_R	10336	213.0000	437.0000	339.8377	27.7405	
MNI.img	CerebellumWM_L	10107	210.0000	391.0000	324.0573	26.0718	
MNI.img	MCP_cb_L	2942	264.0000	367.0000	323.5897	14.4901	
MNI.img	MCP_cb_R	2944	267.0000	390.0000	339.5859	18.4258	
MNI.img	ICP_pons_L	717	247.0000	390.0000	316.2064	20.1916	
MNI.img	ICP_pons_R	708	223.0000	389.0000	322.3531	24.6080	
MNI.img	FrontSul_L	22708	15.0000	210.0000	100.4390	35.3676	
MNI.img	FrontSul_R	18729	16.0000	216.0000	103.9497	36.3730	
MNI.img	CentralSul_L	3631	0.0000e+00	223.0000	92.6414	40.9556	
MNI.img	CentralSul_R	3626	0.0000e+00	229.0000	88.6961	44.0810	
MNI.img	SylFrontSul_L	4799	13.0000	198.0000	100.9946	36.2703	
MNI.img	SylFrontSul_R	5258	14.0000	222.0000	107.4327	42.0306	
MNI.img	SylTempSul_L	5920	20.0000	244.0000	103.5372	38.6463	
MNI.img	SylTempSul_R	5642	15.0000	235.0000	109.3323	43.9888	
MNI.img	SylParieSul_L	550	26.0000	176.0000	109.8564	31.2180	
MNI.img	SylParieSul_R	588	17.0000	211.0000	98.8759	42.1716	
MNI.img	ParietSul_L	13158	0.0000e+00	238.0000	95.8119	39.4117	
MNI.img	ParietSul_R	12353	12.0000	217.0000	95.8081	39.9260	
MNI.img	CinguSul_L	6278	17.0000	195.0000	109.7440	37.1006	
MNI.img	CinguSul_R	7097	15.0000	209.0000	107.8995	34.2088	
MNI.img	OcciptSul_L	4592	21.0000	228.0000	106.9397	33.6151	
MNI.img	OcciptSul_R	3791	0.0000e+00	217.0000	109.8288	34.4766	
MNI.img	TempSul_L	3811	0.0000e+00	183.0000	111.7415	27.0326	
MNI.img	TempSul_R	2587	25.0000	210.0000	113.5041	33.6176	
MNI.img	Caudate_tail_L	484	133.0000	381.0000	244.8574	44.5382	
MNI.img	Fimbria_L	33	216.0000	375.0000	301.8182	37.8670	
MNI.img	Caudate_tail_R	557	128.0000	431.0000	274.6427	50.8807	
MNI.img	Fimbria_R	26	198.0000	365.0000	295.2692	45.6041	
MNI.img	Chroid_LVetc_L	239	157.0000	311.0000	242.7238	34.2417	
MNI.img	Chroid_LVetc_R	224	133.0000	312.0000	227.9018	32.9385	



Type2-L1 Statistics

MNI.img	Hemisphere_L	523209	26.0000	467.0000	271.2864	84.7584	
MNI.img	Hemisphere_R	537842	0.0000e+00	486.0000	280.2809	87.8826	
MNI.img	Brainstem	38433	0.0000e+00	467.0000	324.2223	40.0604	
MNI.img	Cerebellum	138944	36.0000	437.0000	235.9958	62.0941	
MNI.img	CSF	160887	0.0000e+00	419.0000	104.0871	47.8655	



Type2-L2 Statistics

MNI.img	Hemisphere_L	395217	26.0000	427.0000	245.7401	77.7645	
MNI.img	Hemisphere_R	408989	0.0000e+00	454.0000	255.4840	81.4813	
MNI.img	CerebralNucli_L	15125	116.0000	406.0000	266.6177	49.7771	
MNI.img	CerebralNucli_R	15941	103.0000	431.0000	270.6415	51.8554	
MNI.img	Thalamus_L	7279	190.0000	394.0000	309.1768	29.4341	
MNI.img	Thalamus_R	7320	156.0000	405.0000	306.5657	33.2105	
MNI.img	BasalForebrain_L	3505	59.0000	439.0000	294.1093	61.3680	
MNI.img	BasalForebrain_R	3438	63.0000	423.0000	289.6344	60.5918	
MNI.img	midbrain	13564	172.0000	467.0000	347.6727	38.3985	
MNI.img	Cerebellum_R	70237	40.0000	437.0000	242.7807	62.4397	
MNI.img	Cerebellum_L	68707	36.0000	391.0000	229.0597	60.9631	
MNI.img	Brainstem_L	12002	0.0000e+00	390.0000	309.8186	35.2813	
MNI.img	Brainstem_R	12867	0.0000e+00	391.0000	312.9370	34.3158	
MNI.img	WhiteMatter_L	102083	43.0000	467.0000	367.3962	31.0243	
MNI.img	WhiteMatter_R	102154	68.0000	486.0000	378.8648	34.8243	
MNI.img	Ventricle	35769	10.0000	419.0000	110.0635	72.3029	
MNI.img	Sulcus_L	65447	0.0000e+00	244.0000	101.4831	36.8770	
MNI.img	Sulcus_R	59671	0.0000e+00	235.0000	103.3607	39.0226	



Type2-L3 Statistics

MNI.img	Frontal_L	130580	57.0000	427.0000	256.0888	76.8168	
MNI.img	Frontal_R	139688	0.0000e+00	439.0000	261.5498	79.6976	
MNI.img	Parietal_L	77947	54.0000	419.0000	270.1040	78.2931	
MNI.img	Parietal_R	76328	48.0000	448.0000	286.5302	82.1554	
MNI.img	Temporal_L	83153	26.0000	411.0000	233.6537	80.8399	
MNI.img	Temporal_R	87969	0.0000e+00	444.0000	251.3017	85.2620	
MNI.img	Limbic_L	41178	36.0000	425.0000	219.6287	67.1928	
MNI.img	Limbic_R	43477	35.0000	431.0000	216.0901	66.4240	
MNI.img	Occipital_L	63344	29.0000	412.0000	250.0744	79.1133	
MNI.img	Occipital_R	64005	34.0000	454.0000	264.0048	84.3792	
MNI.img	Insula_L	9669	64.0000	351.0000	193.5297	42.7371	
MNI.img	Insula_R	9378	51.0000	359.0000	200.6651	45.8044	
MNI.img	BasalGang_L	13186	129.0000	406.0000	276.6576	44.0202	
MNI.img	BasalGang_R	13897	103.0000	431.0000	280.3472	46.7875	
MNI.img	Thalamus_L	7279	190.0000	394.0000	309.1768	29.4341	
MNI.img	Thalamus_R	7320	156.0000	405.0000	306.5657	33.2105	
MNI.img	BasalForebrain_L	3505	59.0000	439.0000	294.1093	61.3680	
MNI.img	BasalForebrain_R	3438	63.0000	423.0000	289.6344	60.5918	
MNI.img	midbrain_L	6562	219.0000	467.0000	346.9695	36.4287	
MNI.img	midbrain_R	7002	172.0000	465.0000	348.3316	40.1456	
MNI.img	Cerebellum_R	70237	40.0000	437.0000	242.7807	62.4397	
MNI.img	Cerebellum_L	68707	36.0000	391.0000	229.0597	60.9631	
MNI.img	Pons_L	9145	174.0000	390.0000	317.5330	23.4224	
MNI.img	Pons_R	9881	143.0000	391.0000	319.3855	25.6025	
MNI.img	Medulla_L	2857	0.0000e+00	382.0000	285.1257	51.7000	
MNI.img	Medulla_R	2986	0.0000e+00	389.0000	291.5985	48.0862	
MNI.img	AnteriorWM_L	33789	128.0000	443.0000	371.3203	21.4428	
MNI.img	AnteriorWM_R	34127	114.0000	446.0000	378.2323	23.7442	
MNI.img	PosteriorWM_L	7845	128.0000	418.0000	363.0688	33.1373	
MNI.img	PosteriorWM_R	6950	123.0000	429.0000	375.8055	43.5813	
MNI.img	CorpusCallosum_L	14689	223.0000	467.0000	387.6016	25.7792	
MNI.img	CorpusCallosum_R	15604	189.0000	486.0000	393.7592	28.6518	
MNI.img	InferiorWM_L	28796	125.0000	453.0000	360.2441	33.9236	
MNI.img	InferiorWM_R	27079	129.0000	476.0000	378.5882	40.4552	
MNI.img	LimbicWM_L	8249	43.0000	467.0000	347.8681	46.8537	
MNI.img	LimbicWM_R	8582	68.0000	460.0000	350.5466	50.0352	
MNI.img	LateralVentricle_L	13484	14.0000	361.0000	109.9201	68.2855	
MNI.img	LateralVentricle_R	15267	10.0000	419.0000	101.4549	74.7128	
MNI.img	IIIandIV_Ventricle	7018	17.0000	368.0000	129.0663	70.8504	
MNI.img	FrontSul_L	27507	13.0000	210.0000	100.5359	35.5273	
MNI.img	FrontSul_R	23987	14.0000	222.0000	104.7132	37.7134	
MNI.img	CentralSul_L	3631	0.0000e+00	223.0000	92.6414	40.9556	
MNI.img	CentralSul_R	3626	0.0000e+00	229.0000	88.6961	44.0810	
MNI.img	TempSul_L	9731	0.0000e+00	244.0000	106.7503	34.7972	
MNI.img	TempSul_R	8229	15.0000	235.0000	110.6438	41.0577	
MNI.img	ParietSul_L	13708	0.0000e+00	238.0000	96.3754	39.2130	
MNI.img	ParietSul_R	12941	12.0000	217.0000	95.9475	40.0359	
MNI.img	CinguSul_L	6278	17.0000	195.0000	109.7440	37.1006	
MNI.img	CinguSul_R	7097	15.0000	209.0000	107.8995	34.2088	
MNI.img	OcciptSul_L	4592	21.0000	228.0000	106.9397	33.6151	
MNI.img	OcciptSul_R	3791	0.0000e+00	217.0000	109.8288	34.4766	



Type2-L4 Statistics

MNI.img	Frontal_L	130580	57.0000	427.0000	256.0888	76.8168	
MNI.img	Frontal_R	139688	0.0000e+00	439.0000	261.5498	79.6976	
MNI.img	Parietal_L	77947	54.0000	419.0000	270.1040	78.2931	
MNI.img	Parietal_R	76328	48.0000	448.0000	286.5302	82.1554	
MNI.img	Temporal_L	83153	26.0000	411.0000	233.6537	80.8399	
MNI.img	Temporal_R	87969	0.0000e+00	444.0000	251.3017	85.2620	
MNI.img	Limbic_L	14354	67.0000	425.0000	256.1165	79.1795	
MNI.img	Limbic_R	14452	66.0000	431.0000	258.2504	77.1489	
MNI.img	Occipital_L	63344	29.0000	412.0000	250.0744	79.1133	
MNI.img	Occipital_R	64005	34.0000	454.0000	264.0048	84.3792	
MNI.img	Cingulate_L	26824	36.0000	389.0000	200.1034	49.8230	
MNI.img	Cingulate_R	29025	35.0000	407.0000	195.0979	48.1637	
MNI.img	Insula_L	9669	64.0000	351.0000	193.5297	42.7371	
MNI.img	Insula_R	9378	51.0000	359.0000	200.6651	45.8044	
MNI.img	Striatum_L	11546	129.0000	388.0000	265.9612	35.0409	
MNI.img	Striatum_R	12304	103.0000	431.0000	270.2933	38.9850	
MNI.img	GP_L	1640	253.0000	406.0000	351.9628	21.4324	
MNI.img	GP_R	1593	244.0000	425.0000	358.0013	23.3941	
MNI.img	Thalamus_L	7279	190.0000	394.0000	309.1768	29.4341	
MNI.img	Thalamus_R	7320	156.0000	405.0000	306.5657	33.2105	
MNI.img	BasalForebrain_L	3505	59.0000	439.0000	294.1093	61.3680	
MNI.img	BasalForebrain_R	3438	63.0000	423.0000	289.6344	60.5918	
MNI.img	midbrain_L	6562	219.0000	467.0000	346.9695	36.4287	
MNI.img	midbrain_R	7002	172.0000	465.0000	348.3316	40.1456	
MNI.img	Cerebellum_R	56957	40.0000	375.0000	220.1641	44.1043	
MNI.img	Cerebellum_L	55658	36.0000	368.0000	206.8123	42.9795	
MNI.img	Pons_L	9145	174.0000	390.0000	317.5330	23.4224	
MNI.img	Pons_R	9881	143.0000	391.0000	319.3855	25.6025	
MNI.img	Medulla_L	2857	0.0000e+00	382.0000	285.1257	51.7000	
MNI.img	Medulla_R	2986	0.0000e+00	389.0000	291.5985	48.0862	
MNI.img	ant_DPWM_L	34419	128.0000	443.0000	369.4675	26.1771	
MNI.img	ant_DPWM_R	34897	114.0000	446.0000	375.8430	29.5729	
MNI.img	post_DPWM_L	7215	327.0000	418.0000	371.1867	11.6596	
MNI.img	post_DPWM_R	6180	330.0000	429.0000	388.9948	13.0166	
MNI.img	CorpusCallosum_L	14689	223.0000	467.0000	387.6016	25.7792	
MNI.img	CorpusCallosum_R	15604	189.0000	486.0000	393.7592	28.6518	
MNI.img	inf_DPWM_L	22647	125.0000	447.0000	357.3491	35.7465	
MNI.img	inf_DPWM_R	20775	129.0000	476.0000	378.9554	44.5242	
MNI.img	InternalCapsule_L	6149	276.0000	453.0000	370.9063	23.2063	
MNI.img	InternalCapsule_R	6304	289.0000	464.0000	377.3783	22.2530	
MNI.img	LimbicWM_L	8249	43.0000	467.0000	347.8681	46.8537	
MNI.img	LimbicWM_R	8582	68.0000	460.0000	350.5466	50.0352	
MNI.img	AnteriorLateralVentricle_L	9640	14.0000	361.0000	105.1184	66.7760	
MNI.img	PosteriorLateralVentricle_L	2222	15.0000	338.0000	98.0635	70.6754	
MNI.img	InferiorLateralVentricle_L	1622	27.0000	341.0000	154.7010	55.5406	
MNI.img	AnteriorLateralVentricle_R	10993	10.0000	419.0000	92.8116	70.6100	
MNI.img	PosteriorLateralVentricle_R	2728	15.0000	398.0000	101.7775	79.8749	
MNI.img	InferiorLateralVentricle_R	1546	37.0000	382.0000	162.3448	64.6108	
MNI.img	IIIandIV_Ventricle	7018	17.0000	368.0000	129.0663	70.8504	
MNI.img	CerebellumWM_R	13280	213.0000	437.0000	339.7819	25.9657	
MNI.img	CerebellumWM_L	13049	210.0000	391.0000	323.9519	23.9555	
MNI.img	FrontSul_L	22708	15.0000	210.0000	100.4390	35.3676	
MNI.img	FrontSul_R	18729	16.0000	216.0000	103.9497	36.3730	
MNI.img	CentralSul_L	3631	0.0000e+00	223.0000	92.6414	40.9556	
MNI.img	CentralSul_R	3626	0.0000e+00	229.0000	88.6961	44.0810	
MNI.img	SylAntInsularSul_L	4799	13.0000	198.0000	100.9946	36.2703	
MNI.img	SylAntInsularSul_R	5258	14.0000	222.0000	107.4327	42.0306	
MNI.img	SylPostInsularSul_L	5920	20.0000	244.0000	103.5372	38.6463	
MNI.img	SylPostInsularSul_R	5642	15.0000	235.0000	109.3323	43.9888	
MNI.img	SylExtSMG_L	550	26.0000	176.0000	109.8564	31.2180	
MNI.img	SylExtSMG_R	588	17.0000	211.0000	98.8759	42.1716	
MNI.img	ParietSul_L	13158	0.0000e+00	238.0000	95.8119	39.4117	
MNI.img	ParietSul_R	12353	12.0000	217.0000	95.8081	39.9260	
MNI.img	CinguSul_L	6278	17.0000	195.0000	109.7440	37.1006	
MNI.img	CinguSul_R	7097	15.0000	209.0000	107.8995	34.2088	
MNI.img	OcciptSul_L	4592	21.0000	228.0000	106.9397	33.6151	
MNI.img	OcciptSul_R	3791	0.0000e+00	217.0000	109.8288	34.4766	
MNI.img	TempSul_L	3811	0.0000e+00	183.0000	111.7415	27.0326	
MNI.img	TempSul_R	2587	25.0000	210.0000	113.5041	33.6176	



Type2-L5 Statistics

MNI.img	SF_L	18463	83.0000	402.0000	261.5143	76.9644	
MNI.img	SF_R	17007	75.0000	411.0000	271.4694	76.8728	
MNI.img	SF_PFC_L	15505	65.0000	405.0000	258.6826	76.5093	
MNI.img	SF_PFC_R	21051	75.0000	415.0000	269.4532	80.0348	
MNI.img	SF_pole_L	1676	94.0000	356.0000	217.3121	56.3770	
MNI.img	SF_pole_R	4227	82.0000	375.0000	223.5453	64.0533	
MNI.img	MF_L	16848	67.0000	391.0000	258.0400	75.5985	
MNI.img	MF_R	15220	67.0000	407.0000	265.8281	79.2681	
MNI.img	MF_DPFC_L	12437	78.0000	406.0000	237.2204	70.2054	
MNI.img	MF_DPFC_R	15652	54.0000	419.0000	239.6346	76.2658	
MNI.img	IF_opercularis_L	6540	71.0000	402.0000	250.0948	81.3721	
MNI.img	IF_opercularis_R	6396	82.0000	417.0000	275.9090	82.2064	
MNI.img	IF_orbitalis_L	5943	57.0000	411.0000	268.1573	81.1307	
MNI.img	IF_orbitalis_R	4982	62.0000	433.0000	269.6983	85.2626	
MNI.img	IF_triangularis_L	6621	60.0000	407.0000	280.2923	78.0862	
MNI.img	IF_triangularis_R	5349	66.0000	409.0000	279.3073	77.9448	
MNI.img	LFO_L	5826	81.0000	418.0000	243.5124	73.7870	
MNI.img	LFO_R	5994	48.0000	439.0000	231.4680	72.5189	
MNI.img	MFO_L	6334	64.0000	427.0000	247.5404	77.5271	
MNI.img	MFO_R	6718	0.0000e+00	411.0000	222.9920	76.6367	
MNI.img	R_L	7860	68.0000	415.0000	226.5347	78.9075	
MNI.img	R_R	8668	80.0000	414.0000	231.4134	78.6948	
MNI.img	PoC_L	20587	65.0000	419.0000	265.4408	70.0973	
MNI.img	PoC_R	18521	48.0000	436.0000	279.7842	71.6799	
MNI.img	PrC_L	26527	62.0000	406.0000	267.1467	73.1215	
MNI.img	PrC_R	28424	57.0000	423.0000	281.8361	74.1049	
MNI.img	SP_L	15387	69.0000	407.0000	287.7039	73.4384	
MNI.img	SP_R	12108	87.0000	428.0000	311.6274	73.0302	
MNI.img	SM_L	11251	72.0000	401.0000	246.1207	73.8752	
MNI.img	SM_R	10261	77.0000	432.0000	267.0304	79.5611	
MNI.img	A_L	11007	60.0000	379.0000	243.0985	73.2110	
MNI.img	A_R	14453	50.0000	414.0000	257.0512	77.1655	
MNI.img	PrCu_L	11000	54.0000	403.0000	231.2650	72.7209	
MNI.img	PrCu_R	11173	67.0000	424.0000	240.0144	72.0515	
MNI.img	ST_L	19996	47.0000	411.0000	256.5975	79.0573	
MNI.img	ST_R	21228	42.0000	434.0000	276.4373	83.8212	
MNI.img	ST_L_pole	4832	82.0000	342.0000	189.6285	55.0656	
MNI.img	ST_R_pole	4484	55.0000	359.0000	195.9797	56.9315	
MNI.img	MT_L	21071	43.0000	409.0000	252.1501	86.2676	
MNI.img	MT_R	22816	51.0000	430.0000	269.6920	92.7527	
MNI.img	MT_L_pole	1445	82.0000	379.0000	247.6796	73.1709	
MNI.img	MT_R_pole	1339	100.0000	373.0000	250.0530	75.9933	
MNI.img	IT_L	14071	37.0000	386.0000	221.0892	78.1763	
MNI.img	IT_R	15698	34.0000	444.0000	237.5343	79.7919	
MNI.img	PHG_L	1253	85.0000	334.0000	207.7023	40.7868	
MNI.img	PHG_R	1441	66.0000	381.0000	219.0819	48.9455	
MNI.img	ENT_L	525	134.0000	327.0000	212.2705	36.4157	
MNI.img	ENT_R	634	121.0000	337.0000	204.6183	43.3502	
MNI.img	Fu_L	21738	26.0000	406.0000	211.6064	72.1208	
MNI.img	Fu_R	22404	0.0000e+00	444.0000	229.5505	74.2228	
MNI.img	SO_L	6824	82.0000	402.0000	289.8432	72.3521	
MNI.img	SO_R	7356	55.0000	421.0000	303.5434	75.6675	
MNI.img	MO_L	24894	41.0000	390.0000	251.4808	81.1231	
MNI.img	MO_R	24212	46.0000	422.0000	271.0244	86.8008	
MNI.img	IO_L	6434	53.0000	372.0000	230.6831	75.0347	
MNI.img	IO_R	8126	45.0000	425.0000	251.9294	86.7390	
MNI.img	Cu_L	9841	56.0000	393.0000	245.4026	72.4028	
MNI.img	Cu_R	8955	53.0000	428.0000	250.2328	75.0807	
MNI.img	LG_L	10324	29.0000	357.0000	198.2479	52.1863	
MNI.img	LG_R	10874	34.0000	377.0000	207.2436	51.1645	
MNI.img	rostral_ACC_L	3133	57.0000	362.0000	186.9122	50.2704	
MNI.img	rostral_ACC_R	3657	62.0000	341.0000	178.8502	46.9892	
MNI.img	subcallosal_ACC_L	527	109.0000	394.0000	222.2125	72.1939	
MNI.img	subcallosal_ACC_R	760	102.0000	388.0000	214.9816	66.5387	
MNI.img	subgenual_ACC_L	2035	130.0000	399.0000	237.7848	56.6691	
MNI.img	subgenual_ACC_R	1942	89.0000	407.0000	220.9567	57.7459	
MNI.img	dorsal_ACC_L	15063	36.0000	413.0000	214.7959	63.5324	
MNI.img	dorsal_ACC_R	14130	50.0000	406.0000	202.8993	56.8597	
MNI.img	PCC_L	11888	38.0000	425.0000	245.3430	81.2031	
MNI.img	PCC_R	13732	35.0000	431.0000	242.2452	81.8354	
MNI.img	Insula_L	9669	64.0000	351.0000	193.5297	42.7371	
MNI.img	Insula_R	9378	51.0000	359.0000	200.6651	45.8044	
MNI.img	Amyg_L	1939	116.0000	334.0000	198.3419	28.3348	
MNI.img	Amyg_R	2044	136.0000	374.0000	204.6531	33.0588	
MNI.img	Hippo_L	4815	67.0000	376.0000	197.0696	44.2129	
MNI.img	Hippo_R	5137	72.0000	387.0000	212.4193	48.3003	
MNI.img	Caud_L	4239	146.0000	382.0000	255.6228	36.1376	
MNI.img	Caud_R	4399	155.0000	393.0000	251.2778	34.6785	
MNI.img	Put_L	6147	129.0000	388.0000	275.8764	30.7264	
MNI.img	Put_R	6500	103.0000	405.0000	285.1857	34.5991	
MNI.img	GP_L	1640	253.0000	406.0000	351.9628	21.4324	
MNI.img	GP_R	1593	244.0000	425.0000	358.0013	23.3941	
MNI.img	Thalamus_L	7279	190.0000	394.0000	309.1768	29.4341	
MNI.img	Thalamus_R	7320	156.0000	405.0000	306.5657	33.2105	
MNI.img	HypoThalamus_L	647	122.0000	386.0000	270.9428	40.6425	
MNI.img	HypoThalamus_R	744	177.0000	375.0000	275.7272	42.1296	
MNI.img	BasalForebrain_L	2296	59.0000	439.0000	312.5684	61.8595	
